EmployeeID,Name,Gender,Age,Department,JobRole,Education,Salary,HireDate,Attrition,PerformanceRating,Location,YearsAtCompany
8572,Jivika Khalsa,Male,46,R&D,Lab Technician,Bachelors,2240717,2023-05-21,No,2,Delhi,1
4268,Hazel Sidhu,Female,53,Finance,Financial Analyst,Masters,1270550,2016-02-04,Yes,3,Pune,9
2631,Alia Vala,Female,34,HR,HR Executive,PhD,1844780,2025-03-27,No,4,Mumbai,0
2500,Samaira Vyas,Male,26,Sales,Sales Manager,High School,2259464,2018-07-02,No,3,Delhi,6
7053,Arhaan Sachdev,Male,46,Finance,Financial Analyst,High School,924445,2017-06-07,Yes,5,Pune,7
4664,Hridaan Dutt,Female,21,R&D,Lab Technician,Diploma,739318,2023-07-15,No,3,Chennai,1
4339,Yuvaan Ravel,Female,39,Marketing,Marketing Specialist,Masters,2461378,2016-05-25,No,2,Hyderabad,8
1248,Aarush Yogi,Male,37,Marketing,Digital Marketer,Diploma,749191,2020-10-30,No,1,Pune,4
4465,Shayak Dayal,Female,51,Administration,Admin Manager,High School,881978,2017-04-09,No,4,Kolkata,8
3942,Kismat Tandon,Female,52,Engineering,Senior Developer,Masters,2422279,2022-01-19,No,3,Hyderabad,3
8161,Rhea Bava,Female,24,R&D,Lab Technician,Bachelors,836041,2020-03-26,No,1,Pune,5
2789,Hiran Brahmbhatt,Female,45,HR,HR Executive,High School,2245805,2023-05-16,No,4,Bangalore,1
1474,Khushi Arora,Female,21,HR,HR Manager,PhD,1596927,2022-08-10,No,3,Kolkata,2
3668,Hunar Shere,Male,41,HR,HR Executive,Diploma,1506868,2025-03-26,No,3,Pune,0
3708,Aaryahi Dalal,Male,21,Engineering,Software Engineer,Diploma,1641453,2023-06-22,Yes,2,Kolkata,1
6455,Diya Sunder,Male,59,Marketing,Marketing Specialist,Bachelors,620324,2019-08-05,Yes,3,Delhi,5
6736,Arnav Varughese,Male,39,R&D,Lab Technician,Bachelors,836652,2021-11-23,No,3,Bangalore,3
8194,Adira Bansal,Male,40,Administration,Office Assistant,Bachelors,1028702,2017-07-15,Yes,3,Delhi,7
3742,Tejas Chahal,Female,39,Finance,Accountant,High School,1346615,2018-07-31,No,4,Kolkata,6
5754,Miraan Sachar,Male,42,R&D,Research Associate,High School,294280,2025-03-12,No,3,Chennai,0
3455,Aayush Kibe,Male,35,Marketing,Digital Marketer,Diploma,333969,2016-03-20,No,3,Pune,9
1214,Ahana  Kibe,Male,42,Marketing,Marketing Specialist,Bachelors,1084596,2017-02-03,No,3,Kolkata,8
8027,Shanaya Sha,Female,42,Engineering,QA Analyst,Diploma,1186498,2023-05-29,No,2,Chennai,1
3059,Vritika Jain,Female,53,IT Support,Helpdesk Support,Diploma,346283,2019-02-05,No,4,Pune,6
9289,Faiyaz Behl,Female,28,Finance,Financial Analyst,Bachelors,1356991,2015-12-26,No,3,Mumbai,9
3339,Shanaya Bedi,Male,33,HR,HR Manager,Masters,544243,2023-06-22,No,2,Pune,1
2365,Ishita Sangha,Female,46,Marketing,Marketing Specialist,High School,415923,2021-06-25,No,4,Delhi,3
6854,Mamooty Divan,Female,51,R&D,Lab Technician,Masters,1582803,2023-09-22,No,3,Bangalore,1
7182,Kaira Kunda,Female,21,Finance,Financial Analyst,PhD,1568486,2019-05-06,No,3,Delhi,6
1707,Tarini Edwin,Female,50,Finance,Financial Analyst,Diploma,864899,2022-07-20,No,4,Hyderabad,2
2419,Jayant Bhagat,Female,46,Sales,Sales Manager,High School,1237116,2023-03-19,No,4,Delhi,2
7746,Tejas Edwin,Male,42,Finance,Accountant,PhD,485720,2025-04-12,No,2,Kolkata,0
9810,Shalv Sastry,Female,45,Engineering,Software Engineer,Bachelors,2195802,2016-06-05,No,2,Bangalore,8
6709,Siya Bhavsar,Female,39,Engineering,Software Engineer,Diploma,681753,2018-07-18,No,3,Pune,6
6074,Aniruddh Arya,Male,36,Marketing,Marketing Specialist,High School,1789305,2020-11-26,No,1,Bangalore,4
5001,Anya Setty,Female,54,HR,HR Executive,High School,972757,2021-09-01,No,3,Bangalore,3
9970,Neysa Saha,Male,23,Administration,Admin Manager,PhD,1718089,2021-07-31,No,4,Bangalore,3
4263,Kaira Kala,Female,24,Marketing,Marketing Specialist,Diploma,1581126,2016-10-24,No,2,Mumbai,8
6233,Aniruddh Garg,Male,40,R&D,Lab Technician,Bachelors,630142,2019-05-13,No,4,Pune,5
4205,Nirvi Lall,Female,23,IT Support,IT Technician,High School,427259,2024-09-28,No,4,Hyderabad,0
5020,Kiara Kota,Female,36,R&D,Research Associate,PhD,757775,2021-12-13,No,3,Delhi,3
4506,Ivan Thaman,Male,52,R&D,Research Associate,Diploma,846152,2021-06-17,No,5,Hyderabad,3
4607,Himmat Kota,Female,39,Administration,Office Assistant,PhD,1988232,2015-06-25,No,1,Hyderabad,9
3839,Ojas Kar,Male,53,R&D,Research Associate,Diploma,1013347,2018-01-10,No,4,Hyderabad,7
4585,Vidur Chandra,Female,57,Administration,Office Assistant,Diploma,1279223,2019-02-02,No,5,Kolkata,6
7602,Keya Sane,Female,36,Engineering,Software Engineer,PhD,389859,2025-04-19,No,3,Mumbai,0
2414,Jivin Master,Female,49,Marketing,Marketing Specialist,Masters,2336153,2020-04-28,No,1,Mumbai,5
7613,Heer Mahal,Female,28,Finance,Accountant,Bachelors,1219504,2015-11-14,No,5,Chennai,9
8830,Ivan Bhavsar,Male,43,Marketing,Digital Marketer,High School,726572,2020-08-17,No,1,Hyderabad,4
2175,Saira Kashyap,Male,37,Administration,Admin Manager,Masters,1329463,2015-10-05,Yes,1,Mumbai,9
3763,Samiha Sarna,Male,57,Administration,Office Assistant,Diploma,2008246,2020-08-06,No,3,Pune,4
5220,Anya Gole,Female,52,IT Support,Helpdesk Support,Masters,1309192,2021-06-23,No,3,Bangalore,3
2766,Sana Gaba,Male,48,Administration,Office Assistant,Masters,2228409,2016-05-05,Yes,2,Hyderabad,9
8815,Prisha Arya,Male,42,Administration,Admin Manager,PhD,583313,2015-08-25,No,3,Mumbai,9
5477,Ehsaan Chakraborty,Female,43,HR,HR Manager,PhD,1334666,2022-07-07,No,3,Pune,2
7456,Gatik Manne,Female,27,Administration,Admin Manager,High School,1372798,2023-12-27,No,3,Mumbai,1
8166,Prisha Sekhon,Male,45,IT Support,Helpdesk Support,Masters,777094,2023-08-05,No,3,Pune,1
1448,Riya Dewan,Male,45,Administration,Admin Manager,Masters,2349913,2023-05-30,No,4,Mumbai,1
3815,Hunar Sen,Male,60,Finance,Accountant,PhD,1415066,2016-10-02,No,3,Bangalore,8
6759,Kabir Ghosh,Male,26,Finance,Financial Analyst,Bachelors,728500,2019-01-26,No,5,Bangalore,6
1789,Saanvi Gandhi,Female,46,IT Support,IT Technician,Masters,360017,2022-02-03,No,3,Delhi,3
5611,Adah Mani,Male,34,Administration,Office Assistant,High School,1605549,2023-02-13,No,3,Hyderabad,2
9832,Armaan Ratta,Female,50,HR,HR Manager,PhD,2304358,2019-04-30,No,2,Hyderabad,6
6864,Ehsaan Mander,Male,47,Finance,Accountant,High School,1690899,2016-07-20,No,1,Kolkata,8
5656,Krish Bahl,Male,56,Engineering,QA Analyst,High School,574145,2020-04-29,No,3,Delhi,5
3319,Dhanuk Deep,Male,44,Marketing,Digital Marketer,Masters,522723,2024-10-31,Yes,1,Kolkata,0
5840,Mamooty Arya,Female,35,R&D,Research Associate,Bachelors,1208469,2025-01-16,No,2,Kolkata,0
3421,Jiya Amble,Male,23,Engineering,Software Engineer,Diploma,1489546,2019-07-31,No,5,Delhi,5
1369,Anahita Varughese,Female,52,Finance,Accountant,Bachelors,1762049,2019-11-11,No,3,Mumbai,5
5596,Romil Dugar,Male,24,Sales,Sales Executive,Masters,1449387,2020-07-13,No,2,Delhi,4
1418,Biju Barad,Male,25,Administration,Office Assistant,Diploma,466844,2023-07-18,No,3,Mumbai,1
7148,Hrishita Manda,Female,50,Finance,Financial Analyst,PhD,935341,2021-02-17,No,3,Mumbai,4
3672,Mohanlal Mane,Female,49,Administration,Admin Manager,Bachelors,1834243,2025-03-16,No,3,Bangalore,0
8696,Nitya Wali,Female,35,Finance,Accountant,Bachelors,1151455,2023-07-10,No,3,Hyderabad,1
5839,Dhruv Tara,Female,22,IT Support,IT Technician,PhD,2089663,2024-01-05,No,4,Kolkata,1
8413,Raunak Kanda,Female,27,Marketing,Marketing Specialist,Bachelors,671564,2016-01-11,No,3,Pune,9
9067,Vardaniya Sandhu,Female,55,Administration,Office Assistant,Masters,1074652,2024-05-10,No,2,Mumbai,0
3531,Jayant Shankar,Female,32,R&D,Research Associate,Masters,2127203,2020-09-23,No,4,Hyderabad,4
2314,Shalv Raja,Female,50,Administration,Office Assistant,Bachelors,1061211,2021-06-23,Yes,3,Chennai,3
8126,Manjari Char,Male,54,IT Support,Helpdesk Support,PhD,1464205,2016-08-08,No,2,Chennai,8
6392,Shamik Dada,Female,53,Marketing,Marketing Specialist,Bachelors,1127358,2019-09-21,No,3,Bangalore,5
3174,Faiyaz Gala,Male,47,Engineering,Senior Developer,Bachelors,1582236,2020-07-08,No,4,Pune,4
5983,Mannat Yogi,Female,33,Administration,Office Assistant,Diploma,1786169,2021-03-05,No,3,Pune,4
9898,Nitya Loyal,Male,23,HR,HR Executive,PhD,1971732,2018-12-28,No,2,Pune,6
1259,Samiha Aggarwal,Male,32,Finance,Financial Analyst,Diploma,1591351,2015-11-28,No,3,Mumbai,9
6082,Divit Hans,Female,50,Administration,Office Assistant,Masters,2159428,2017-12-29,No,3,Pune,7
8442,Arnav Dhar,Female,31,HR,HR Executive,Bachelors,809171,2016-05-20,No,4,Chennai,8
5100,Damini Dani,Male,56,R&D,Research Associate,Diploma,480936,2018-03-09,Yes,4,Bangalore,7
2406,Shayak Ben,Male,57,Marketing,Marketing Specialist,PhD,353054,2021-03-15,No,3,Hyderabad,4
7120,Ivana Viswanathan,Male,44,IT Support,IT Technician,Bachelors,277408,2020-02-18,No,3,Bangalore,5
7304,Tushar Bhat,Female,39,Engineering,Software Engineer,Diploma,1524122,2017-03-18,Yes,5,Hyderabad,8
6032,Raunak Sandhu,Male,56,Finance,Financial Analyst,Masters,1265558,2023-10-12,No,4,Mumbai,1
8354,Umang Ravi,Male,51,Finance,Accountant,Masters,2028334,2016-05-19,No,3,Hyderabad,8
1168,Himmat Dey,Female,35,Marketing,Marketing Specialist,Bachelors,2286944,2020-10-16,Yes,1,Chennai,4
5286,Yuvraj  Bhakta,Female,34,IT Support,Helpdesk Support,PhD,1403943,2020-11-18,No,2,Bangalore,4
3255,Anvi Sagar,Female,23,Sales,Sales Executive,Bachelors,1457540,2024-01-09,No,4,Pune,1
5077,Riya Halder,Female,50,Sales,Sales Executive,Bachelors,1012736,2017-01-29,No,3,Delhi,8
4026,Kimaya Rajan,Female,39,Sales,Sales Manager,Masters,1273486,2020-05-05,No,4,Hyderabad,5
2024,Samiha Ramachandran,Male,54,Sales,Sales Executive,Masters,2040675,2022-06-20,No,3,Mumbai,2
2540,Kabir Salvi,Female,44,Finance,Accountant,Diploma,1322695,2017-06-23,No,3,Hyderabad,7
2850,Tushar Bhalla,Female,43,Sales,Sales Manager,Bachelors,2058371,2018-05-07,No,5,Chennai,7
7575,Ela Kar,Female,59,R&D,Lab Technician,PhD,1575662,2018-09-01,Yes,5,Pune,6
7117,Aaryahi Dhar,Female,43,Marketing,Digital Marketer,Diploma,1552209,2023-06-20,No,3,Kolkata,1
3662,Keya Banik,Male,50,Sales,Sales Manager,PhD,891906,2020-09-14,No,3,Pune,4
7704,Adah Bhatt,Female,32,HR,HR Manager,PhD,648607,2018-08-12,No,3,Kolkata,6
4014,Hiran Dubey,Male,41,Administration,Admin Manager,Diploma,1269490,2025-04-03,No,2,Delhi,0
6364,Siya Savant,Female,35,Administration,Admin Manager,Diploma,2155719,2017-10-12,No,3,Chennai,7
8516,Saira Warrior,Male,49,Administration,Admin Manager,Diploma,2259794,2021-10-24,No,4,Pune,3
6672,Kabir Apte,Female,47,R&D,Research Associate,High School,1284638,2021-12-21,No,3,Mumbai,3
8930,Sana Lad,Male,36,Engineering,QA Analyst,Diploma,594931,2016-03-28,No,3,Pune,9
6907,Kashvi Iyengar,Male,31,Marketing,Marketing Specialist,Masters,725427,2023-11-11,No,4,Bangalore,1
8514,Anahi Butala,Male,55,IT Support,Helpdesk Support,Diploma,1488878,2021-11-08,No,2,Chennai,3
8647,Shaan Rajagopal,Male,45,Sales,Sales Executive,PhD,2012143,2020-06-14,No,4,Pune,4
2045,Kabir Reddy,Male,23,Engineering,Senior Developer,PhD,1899699,2018-06-20,No,3,Delhi,6
3250,Saksham Ahuja,Male,45,Finance,Financial Analyst,Diploma,1954522,2016-08-30,No,3,Chennai,8
5919,Diya Tailor,Male,25,Engineering,Senior Developer,High School,1115644,2015-10-01,No,5,Kolkata,9
5338,Zain Madan,Female,48,Sales,Sales Executive,Diploma,628302,2020-07-12,Yes,5,Delhi,4
9288,Anaya Subramaniam,Female,53,Finance,Accountant,High School,2186060,2017-03-20,No,3,Chennai,8
9945,Dhanuk Raval,Female,46,Sales,Sales Manager,Diploma,1945001,2015-10-06,No,3,Bangalore,9
2787,Eshani Hayre,Female,58,Sales,Sales Manager,Diploma,1412921,2018-12-09,Yes,2,Pune,6
3405,Inaaya  Kata,Female,21,IT Support,IT Technician,Masters,2040170,2019-07-29,No,1,Chennai,5
6893,Gatik Vyas,Male,41,Marketing,Marketing Specialist,High School,2146490,2021-11-08,No,3,Kolkata,3
4783,Riya Rajagopal,Male,40,R&D,Research Associate,Bachelors,1005370,2023-11-14,No,3,Mumbai,1
9990,Tarini Khanna,Female,46,Sales,Sales Executive,Bachelors,1097246,2015-10-14,No,2,Chennai,9
7530,Priyansh Bedi,Female,53,Administration,Admin Manager,Masters,621239,2020-08-19,Yes,4,Kolkata,4
3377,Rhea Andra,Female,51,Finance,Accountant,PhD,1076254,2020-07-09,No,3,Mumbai,4
4994,Dishani Bora,Male,51,IT Support,IT Technician,PhD,2132084,2021-04-21,Yes,4,Delhi,4
8102,Madhav Dhaliwal,Male,39,Finance,Accountant,Bachelors,2151385,2017-09-21,No,4,Mumbai,7
7130,Shlok Zacharia,Female,36,Marketing,Digital Marketer,PhD,697577,2015-10-21,No,3,Chennai,9
9979,Eshani Dhar,Female,41,R&D,Lab Technician,Diploma,1063420,2023-06-09,Yes,3,Bangalore,1
7189,Indrajit Walia,Female,34,IT Support,IT Technician,Diploma,1631578,2021-11-13,No,3,Pune,3
2171,Himmat Thaker,Female,22,Marketing,Digital Marketer,PhD,2428377,2015-12-25,No,5,Chennai,9
1399,Lavanya Kaur,Male,54,Finance,Accountant,High School,2117083,2019-04-26,No,3,Pune,6
7742,Raunak Ratta,Male,22,Sales,Sales Executive,Bachelors,1763292,2017-02-14,No,3,Chennai,8
6479,Rhea Keer,Female,30,Finance,Financial Analyst,High School,1997481,2022-09-09,No,4,Hyderabad,2
6813,Sana Mann,Male,27,Marketing,Digital Marketer,Bachelors,2151321,2022-05-13,No,3,Bangalore,2
7714,Samarth Bajaj,Male,38,Administration,Office Assistant,Masters,1245741,2015-10-23,No,2,Bangalore,9
3716,Yuvraj  Srinivasan,Male,51,Marketing,Digital Marketer,PhD,2447458,2017-04-08,No,3,Bangalore,8
3039,Inaaya  Ben,Female,24,Marketing,Digital Marketer,PhD,2404433,2024-04-21,No,5,Hyderabad,1
3822,Renee Verma,Male,27,Administration,Office Assistant,High School,621717,2024-07-21,No,3,Hyderabad,0
9205,Purab Deo,Male,59,Sales,Sales Executive,PhD,2234570,2017-10-26,No,3,Hyderabad,7
1739,Samaira Wali,Male,55,IT Support,Helpdesk Support,Diploma,1887202,2023-09-02,No,4,Chennai,1
2352,Anvi Sekhon,Female,51,Engineering,QA Analyst,PhD,678305,2018-12-01,No,3,Delhi,6
7894,Riya Dass,Male,30,HR,HR Manager,Diploma,2276401,2024-02-27,No,3,Bangalore,1
6167,Akarsh Anand,Male,50,IT Support,IT Technician,PhD,898891,2018-11-17,No,4,Chennai,6
3409,Kismat Boase,Female,33,HR,HR Manager,Diploma,1566547,2022-11-17,No,1,Kolkata,2
2664,Jivika Sathe,Male,34,R&D,Lab Technician,PhD,2435697,2018-05-16,No,4,Kolkata,6
8344,Madhup Lata,Male,44,IT Support,IT Technician,Bachelors,522987,2023-07-23,No,3,Kolkata,1
7047,Jayant Sarin,Male,50,Administration,Admin Manager,Diploma,2338576,2022-07-19,No,2,Pune,2
6991,Tejas Aurora,Male,43,R&D,Lab Technician,High School,487891,2015-12-02,No,3,Chennai,9
1045,Elakshi Srinivasan,Male,59,Engineering,Senior Developer,Bachelors,1416568,2024-10-16,No,2,Mumbai,0
1840,Stuvan Mandal,Male,50,R&D,Research Associate,Bachelors,2267404,2021-07-07,No,4,Chennai,3
8731,Kashvi Chopra,Female,59,Finance,Accountant,Diploma,2343407,2018-05-31,No,3,Delhi,6
2757,Ojas Bhardwaj,Male,60,Marketing,Marketing Specialist,Masters,1368174,2021-04-16,Yes,4,Mumbai,4
3585,Diya Chander,Female,56,R&D,Lab Technician,PhD,1680565,2023-02-23,No,3,Delhi,2
3177,Nitara Deo,Male,48,R&D,Research Associate,PhD,1231254,2022-05-12,No,3,Chennai,2
5734,Madhav Cheema,Female,42,Finance,Accountant,Masters,1806984,2023-05-24,No,4,Pune,1
5451,Neysa Sangha,Male,28,IT Support,IT Technician,Bachelors,890873,2023-05-16,No,4,Kolkata,1
7379,Dhruv Bhatti,Male,25,Marketing,Marketing Specialist,Diploma,2105753,2019-06-23,No,2,Chennai,5
6210,Nishith Kar,Male,37,Administration,Office Assistant,Masters,258307,2018-03-11,Yes,3,Hyderabad,7
1583,Lavanya Chatterjee,Male,55,Engineering,Senior Developer,Diploma,1623637,2021-06-27,No,4,Chennai,3
4299,Adira Choudhury,Female,39,Finance,Financial Analyst,Bachelors,1034098,2017-05-17,No,5,Mumbai,7
1060,Alisha Brahmbhatt,Male,50,Engineering,QA Analyst,PhD,1241283,2022-06-03,No,3,Delhi,2
2756,Zain Sarraf,Male,41,Finance,Accountant,Bachelors,1328634,2024-08-17,No,3,Kolkata,0
5004,Romil Babu,Female,58,HR,HR Manager,High School,1625913,2018-02-27,Yes,3,Delhi,7
8915,Armaan Thaman,Male,46,Finance,Accountant,Diploma,2132095,2021-07-17,No,3,Chennai,3
8260,Kiara Deep,Female,60,Engineering,QA Analyst,Diploma,1003627,2020-03-26,No,4,Bangalore,5
1591,Seher Sundaram,Male,29,HR,HR Executive,Masters,2137581,2019-11-25,Yes,3,Bangalore,5
5412,Jivika Lala,Male,46,Sales,Sales Executive,Masters,1647828,2023-06-02,No,4,Mumbai,1
5163,Taran Doctor,Male,50,Administration,Office Assistant,PhD,2451936,2023-01-03,No,3,Mumbai,2
8134,Gokul Bhakta,Female,40,R&D,Research Associate,Diploma,982412,2023-07-27,No,5,Mumbai,1
3871,Misha Shetty,Male,43,Finance,Financial Analyst,Diploma,1868308,2019-01-28,No,2,Kolkata,6
1412,Miraya Verma,Female,42,Engineering,Senior Developer,Masters,1742323,2019-03-19,No,4,Pune,6
2963,Urvi Rout,Male,24,IT Support,Helpdesk Support,PhD,428748,2019-09-09,No,3,Delhi,5
2985,Aaina Thaman,Male,56,Administration,Admin Manager,Bachelors,500310,2023-08-02,No,3,Chennai,1
2115,Aarna Halder,Male,30,IT Support,IT Technician,Masters,463558,2016-03-05,No,5,Hyderabad,9
6199,Rati Manda,Female,57,Marketing,Digital Marketer,PhD,275159,2016-05-02,No,5,Chennai,9
8677,Nayantara Vig,Male,40,Administration,Office Assistant,PhD,1769066,2016-10-02,No,3,Delhi,8
6386,Nayantara Malhotra,Male,49,HR,HR Executive,High School,919954,2021-09-12,No,3,Pune,3
2345,Sahil Bhargava,Male,39,Finance,Financial Analyst,High School,2470559,2023-07-19,No,4,Mumbai,1
2793,Saanvi Gopal,Male,40,Administration,Office Assistant,Diploma,571083,2015-08-17,Yes,2,Delhi,9
2524,Vritika Thakkar,Male,49,R&D,Research Associate,Diploma,1897792,2020-09-22,No,4,Pune,4
3642,Ryan Chawla,Male,53,Marketing,Digital Marketer,High School,2122339,2024-03-19,No,3,Chennai,1
6194,Riya Reddy,Female,50,IT Support,IT Technician,Masters,2181158,2015-05-09,No,3,Pune,10
5989,Madhav Varma,Male,53,Finance,Accountant,Diploma,1880890,2020-08-02,No,2,Delhi,4
7719,Alisha Balan,Female,35,Marketing,Marketing Specialist,High School,2432390,2024-12-11,Yes,4,Chennai,0
6182,Seher Rattan,Female,36,R&D,Research Associate,PhD,691087,2019-03-29,No,3,Chennai,6
8790,Kavya Choudhary,Male,33,Engineering,Software Engineer,PhD,897778,2020-09-16,Yes,3,Bangalore,4
2767,Khushi Bajaj,Female,47,Administration,Office Assistant,PhD,1085792,2022-02-08,No,5,Pune,3
9873,Misha Yadav,Female,60,IT Support,Helpdesk Support,Bachelors,1945016,2015-11-11,No,3,Bangalore,9
5628,Kanav Baral,Male,42,Sales,Sales Executive,High School,867618,2023-07-25,No,3,Delhi,1
5911,Suhana Talwar,Female,29,Engineering,Software Engineer,Bachelors,2084062,2016-07-04,No,3,Mumbai,8
8406,Aarna Walla,Male,43,HR,HR Executive,Bachelors,1095129,2023-12-30,No,3,Pune,1
1494,Biju Bhatti,Female,32,Finance,Financial Analyst,High School,1028599,2015-07-28,No,4,Pune,9
6061,Adah Cherian,Male,47,Engineering,Senior Developer,PhD,561088,2018-08-30,Yes,4,Kolkata,6
1434,Rhea Soman,Male,23,Engineering,Senior Developer,Bachelors,1686903,2018-02-21,No,3,Pune,7
4044,Anvi Thaman,Female,28,R&D,Research Associate,Masters,793444,2015-09-30,No,3,Hyderabad,9
9138,Ryan Koshy,Male,37,Marketing,Digital Marketer,PhD,591942,2018-05-02,No,4,Delhi,7
5193,Madhup Bora,Male,55,Administration,Office Assistant,Bachelors,1934405,2016-10-01,No,2,Pune,8
4076,Rhea Agrawal,Male,29,Sales,Sales Manager,Bachelors,678221,2025-04-06,No,3,Bangalore,0
9952,Dhanuk Ranganathan,Male,53,Administration,Admin Manager,Bachelors,1758622,2023-09-26,No,2,Hyderabad,1
1907,Badal Jayaraman,Male,29,Finance,Financial Analyst,Bachelors,887401,2024-09-14,No,4,Kolkata,0
3518,Zoya Tata,Female,28,Marketing,Marketing Specialist,Diploma,1874273,2017-08-04,No,3,Kolkata,7
9020,Rania Banik,Male,44,IT Support,IT Technician,Masters,401164,2023-08-02,No,4,Delhi,1
5967,Mannat Chandran,Male,24,Administration,Admin Manager,Masters,2021234,2020-04-07,No,1,Mumbai,5
9763,Raghav Solanki,Male,22,Engineering,Senior Developer,Bachelors,1370266,2020-09-11,No,4,Mumbai,4
3671,Seher Sarin,Male,57,HR,HR Executive,Bachelors,1413851,2022-01-05,No,3,Hyderabad,3
1317,Jayant Kulkarni,Female,33,Engineering,Software Engineer,Diploma,846215,2025-01-06,Yes,4,Mumbai,0
1708,Anahita Ravi,Female,49,Finance,Accountant,High School,2479153,2016-07-16,No,3,Hyderabad,8
8814,Anya Das,Male,31,Sales,Sales Executive,Diploma,2397886,2018-07-08,No,3,Hyderabad,6
6939,Manikya Sengupta,Female,44,HR,HR Executive,High School,2167251,2021-09-03,No,3,Pune,3
4769,Manikya Dyal,Male,38,IT Support,IT Technician,Diploma,1975994,2016-07-13,No,4,Delhi,8
3681,Uthkarsh Ramesh,Male,59,Engineering,QA Analyst,High School,385434,2019-07-22,No,2,Chennai,5
7442,Drishya Buch,Female,29,R&D,Research Associate,High School,2158628,2025-02-05,No,3,Pune,0
4807,Krish Wadhwa,Male,24,HR,HR Manager,PhD,1854104,2024-02-24,No,4,Kolkata,1
5367,Nirvaan Lanka,Male,60,Finance,Financial Analyst,Bachelors,439526,2017-02-03,No,5,Mumbai,8
2570,Tanya Chatterjee,Female,42,Marketing,Marketing Specialist,High School,2285503,2015-07-07,Yes,1,Chennai,9
3689,Diya Bajaj,Female,38,IT Support,Helpdesk Support,Bachelors,419046,2021-04-09,No,5,Delhi,4
2106,Zara Rao,Female,31,IT Support,IT Technician,High School,1307710,2023-12-05,No,3,Chennai,1
6366,Riaan Bose,Male,56,IT Support,Helpdesk Support,Masters,1029903,2015-11-08,No,4,Mumbai,9
4029,Aaryahi Jaggi,Male,38,Administration,Office Assistant,PhD,2228626,2022-02-03,No,3,Chennai,3
8543,Kabir Iyengar,Female,35,Finance,Accountant,High School,867044,2021-09-18,No,3,Hyderabad,3
9474,Anvi Kurian,Male,25,Finance,Accountant,High School,1129709,2017-02-24,No,4,Mumbai,8
5167,Kismat Bhalla,Male,23,Sales,Sales Manager,Masters,2387360,2024-05-02,No,3,Bangalore,1
4296,Prisha Singh,Female,23,Engineering,Senior Developer,Diploma,2344625,2020-08-22,No,5,Kolkata,4
7191,Shanaya Dixit,Male,39,Sales,Sales Manager,Masters,1079895,2023-06-16,No,2,Kolkata,1
3688,Hansh Vig,Male,42,Finance,Accountant,Bachelors,1882377,2016-05-10,No,3,Delhi,9
2179,Diya Sachdeva,Female,53,Administration,Admin Manager,Diploma,1299925,2022-12-11,No,4,Chennai,2
9449,Romil Kade,Female,33,Engineering,Software Engineer,Bachelors,2087692,2017-01-30,No,3,Bangalore,8
7338,Kaira Bhardwaj,Female,46,HR,HR Manager,Masters,1468318,2018-08-20,No,1,Kolkata,6
8603,Shlok Sankaran,Female,21,Engineering,Software Engineer,Bachelors,1235478,2018-10-01,Yes,2,Delhi,6
5627,Samiha Sandal,Male,27,HR,HR Manager,PhD,671792,2016-02-23,No,3,Kolkata,9
3282,Azad Sharma,Female,41,Marketing,Marketing Specialist,Masters,2358095,2022-11-04,No,3,Delhi,2
8384,Sumer Mangat,Female,44,HR,HR Manager,Bachelors,1969018,2025-01-18,No,3,Bangalore,0
9586,Aayush Comar,Male,27,Marketing,Digital Marketer,Diploma,782670,2020-09-27,Yes,3,Bangalore,4
2131,Nehmat Arya,Male,47,IT Support,IT Technician,PhD,724182,2021-12-20,Yes,3,Kolkata,3
9217,Manjari Kari,Female,44,Engineering,Senior Developer,PhD,1048036,2021-10-04,No,3,Pune,3
6554,Aarna Ramanathan,Female,55,Sales,Sales Executive,PhD,2304085,2023-09-24,No,3,Chennai,1
4946,Oorja Loke,Male,29,IT Support,Helpdesk Support,Masters,926416,2017-03-23,No,5,Kolkata,8
3349,Emir Mann,Male,36,Engineering,QA Analyst,PhD,446992,2025-01-15,No,5,Hyderabad,0
9373,Priyansh Dube,Female,47,Marketing,Digital Marketer,High School,668362,2025-04-09,No,3,Delhi,0
4826,Divit Agarwal,Female,24,Administration,Admin Manager,High School,1265820,2015-12-02,No,3,Mumbai,9
9420,Pihu Date,Female,41,R&D,Research Associate,High School,2433485,2025-02-10,No,3,Hyderabad,0
3503,Nirvaan Bandi,Female,43,Engineering,QA Analyst,High School,1981513,2023-07-19,No,3,Delhi,1
2894,Samar Sunder,Female,39,Finance,Accountant,Diploma,635160,2017-04-12,No,3,Kolkata,8
2028,Aayush Kala,Male,31,Marketing,Marketing Specialist,Masters,930115,2015-09-02,No,3,Bangalore,9
3697,Pranay Raman,Female,46,Administration,Office Assistant,Bachelors,341746,2023-06-03,No,2,Hyderabad,1
7541,Zain Lalla,Female,39,HR,HR Executive,PhD,1132819,2024-09-03,No,5,Mumbai,0
3243,Neelofar Amble,Male,28,R&D,Research Associate,Diploma,1490528,2022-12-17,No,3,Kolkata,2
6449,Tushar Tella,Male,53,R&D,Lab Technician,Diploma,497103,2016-09-04,No,3,Hyderabad,8
5913,Lavanya Dua,Male,31,Finance,Accountant,Bachelors,934574,2017-07-08,No,1,Mumbai,7
4921,Shamik Sridhar,Female,49,Finance,Financial Analyst,Masters,956653,2023-10-11,Yes,4,Mumbai,1
